Kalimat,Label
Saya mengalami pendarahan parah tolong antar saya ke rumah sakit dengan segera,RS
Saya mengalami patah tulang saat bermain olahraga tolong bawa saya ke rumah sakit terdekat,RS
Saya mengalami pingsan mendadak mohon antar saya ke rumah sakit secepatnya,RS
Saya mengalami luka bakar akibat kecelakaan dapur tolong antar saya ke rumah sakit,RS
Saya menemukan seseorang yang terjatuh di jalan mohon bantuan rumah sakit,RS
Saya merasa pusing dan lemas harap antar saya ke rumah sakit dengan segera,RS
Saya menemukan seseorang yang terluka parah di taman tolong bawa ke rumah sakit,RS
Saya merasa nyeri dada dan sesak napas harap antar saya ke rumah sakit secepatnya.,RS
Saya butuh perawatan medis segera. Tolong antar saya ke rumah sakit,RS
Anak saya mengalami demam tinggi. Segera bawa ke rumah sakit,RS
Saya mengalami luka parah akibat kecelakaan. Harap segera antar ke rumah sakit terdekat,RS
Mohon bantu evakuasi. Terjadi kebakaran di rumah tetangga,RS
Ada warga yang pingsan di jalan. Segera hubungi ambulans rumah sakit,RS
Saya mengalami sesak napas dan nyeri dada. Perlukan bantuan medis segera,RS
Anak saya terjatuh dan mengalami patah tulang. Segera bawa ke rumah sakit,RS
Saya mengalami pendarahan hebat setelah kecelakaan. Tolong antar ke rumah sakit,RS
Saya mengalami serangan jantung. Mohon segera hubungi ambulans,RS
Saya butuh perawatan darurat. Tolong antar saya ke rumah sakit terdekat,RS
Anak saya terkena demam tinggi dan muntah-muntah. Segera bawa ke rumah sakit,RS
Saya mengalami pingsan mendadak. Perlukan pertolongan medis segera,RS
Saya terluka parah akibat kecelakaan. Harap segera antar ke rumah sakit,RS
Ada warga yang mengalami serangan epilepsi di jalan. Segera hubungi ambulans rumah sakit,RS
Saya mengalami kejang-kejang dan kehilangan kesadaran. Perlukan bantuan medis segera,RS
Anak saya mengalami luka bakar parah. Segera bawa ke rumah sakit,RS
Saya mengalami pendarahan hebat setelah jatuh. Tolong antar ke rumah sakit terdekat,RS
Saya mengalami serangan asma yang parah. Mohon segera hubungi ambulans,RS
Saya butuh pertolongan medis darurat. Tolong antar saya ke rumah sakit,RS
Anak saya terkena infeksi paru-paru dan kesulitan bernapas. Segera bawa ke rumah sakit,RS
Saya mengalami luka tusuk akibat serangan. Perlukan pertolongan medis segera,RS
Saya terjatuh dan mengalami patah tulang. Harap segera antar ke rumah sakit,RS
Ada warga yang terkena serangan jantung di jalan. Segera hubungi ambulans rumah sakit,RS
Saya mengalami kesulitan bernapas dan nyeri dada. Perlukan bantuan medis segera,RS
Anak saya terkena luka parah akibat kecelakaan. Segera bawa ke rumah sakit,RS
Saya mengalami pendarahan hebat setelah terluka. Tolong antar ke rumah sakit terdekat,RS
Saya mengalami serangan panik. Mohon segera hubungi ambulans,RS
Saya butuh perawatan darurat segera. Tolong antar saya ke rumah sakit,RS
Anak saya terkena demam tinggi dan ruam kulit. Segera bawa ke rumah sakit,RS
Saya mengalami kejang-kejang dan kehilangan kesadaran. Perlukan bantuan medis segera,RS
Saya butuh perawatan medis segera. Tolong antar saya ke rumah sakit,RS
Anak saya mengalami demam tinggi. Segera bawa ke rumah sakit,RS
Saya mengalami luka parah akibat kecelakaan. Harap segera antar ke rumah sakit terdekat,RS
Mohon bantu evakuasi. Terjadi kebakaran di rumah tetangga,RS
Ada warga yang pingsan di jalan. Segera hubungi ambulans rumah sakit,RS
Saya mengalami sesak napas dan nyeri dada. Perlukan bantuan medis segera,RS
Anak saya terjatuh dan mengalami patah tulang. Segera bawa ke rumah sakit,RS
Saya mengalami pendarahan hebat setelah kecelakaan. Tolong antar ke rumah sakit,RS
Saya mengalami serangan jantung. Mohon segera hubungi ambulans,RS
Saya butuh perawatan darurat. Tolong antar saya ke rumah sakit terdekat,RS
Anak saya terkena demam tinggi dan muntah-muntah. Segera bawa ke rumah sakit,RS
Saya mengalami pingsan mendadak. Perlukan pertolongan medis segera,RS
Saya terluka parah akibat kecelakaan. Harap segera antar ke rumah sakit,RS
Ada warga yang mengalami serangan epilepsi di jalan. Segera hubungi ambulans rumah sakit,RS
Saya mengalami kejang-kejang dan kehilangan kesadaran. Perlukan bantuan medis segera,RS
Anak saya mengalami luka bakar parah. Segera bawa ke rumah sakit,RS
Saya mengalami pendarahan hebat setelah jatuh. Tolong antar ke rumah sakit terdekat,RS
Saya mengalami serangan asma yang parah. Mohon segera hubungi ambulans,RS
Saya butuh pertolongan medis darurat. Tolong antar saya ke rumah sakit,RS
Anak saya terkena infeksi paru-paru dan kesulitan bernapas. Segera bawa ke rumah sakit,RS
Saya mengalami luka tusuk akibat serangan. Perlukan pertolongan medis segera,RS
Saya terjatuh dan mengalami patah tulang. Harap segera antar ke rumah sakit,RS
Ada warga yang terkena serangan jantung di jalan. Segera hubungi ambulans rumah sakit,RS
Saya mengalami kesulitan bernapas dan nyeri dada. Perlukan bantuan medis segera,RS
Anak saya terkena luka parah akibat kecelakaan. Segera bawa ke rumah sakit,RS
Saya mengalami pendarahan hebat setelah terluka. Tolong antar ke rumah sakit terdekat,RS
Saya mengalami serangan panik. Mohon segera hubungi ambulans,RS
Saya butuh perawatan darurat segera. Tolong antar saya ke rumah sakit,RS
Anak saya terkena demam tinggi dan ruam kulit. Segera bawa ke rumah sakit,RS
Saya mengalami kejang-kejang dan kehilangan kesadaran. Perlukan bantuan medis segera,RS
Saya butuh perawatan medis segera. Tolong antar saya ke rumah sakit,RS
Anak saya mengalami demam tinggi. Segera bawa ke rumah sakit,RS
Saya mengalami luka parah akibat kecelakaan. Harap segera antar ke rumah sakit terdekat,RS
Mohon bantu evakuasi. Terjadi kebakaran di rumah tetangga,RS
Ada warga yang pingsan di jalan. Segera hubungi ambulans rumah sakit,RS
Saya mengalami sesak napas dan nyeri dada. Perlukan bantuan medis segera,RS
Anak saya terjatuh dan mengalami patah tulang. Segera bawa ke rumah sakit,RS
Saya mengalami pendarahan hebat setelah kecelakaan. Tolong antar ke rumah sakit,RS
Saya mengalami serangan jantung. Mohon segera hubungi ambulans,RS
Saya butuh perawatan darurat. Tolong antar saya ke rumah sakit terdekat,RS
Anak saya terkena demam tinggi dan muntah-muntah. Segera bawa ke rumah sakit,RS
Saya mengalami pingsan mendadak. Perlukan pertolongan medis segera,RS
Saya terluka parah akibat kecelakaan. Harap segera antar ke rumah sakit,RS
Ada warga yang mengalami serangan epilepsi di jalan. Segera hubungi ambulans rumah sakit,RS
Saya mengalami kejang-kejang dan kehilangan kesadaran. Perlukan bantuan medis segera,RS
Anak saya mengalami luka bakar parah. Segera bawa ke rumah sakit,RS
Saya mengalami pendarahan hebat setelah jatuh. Tolong antar ke rumah sakit terdekat,RS
Saya mengalami serangan asma yang parah. Mohon segera hubungi ambulans,RS
Saya butuh pertolongan medis darurat. Tolong antar saya ke rumah sakit,RS
Anak saya terkena infeksi paru-paru dan kesulitan bernapas. Segera bawa ke rumah sakit,RS
Saya mengalami luka tusuk akibat serangan. Perlukan pertolongan medis segera,RS
Saya terjatuh dan mengalami patah tulang. Harap segera antar ke rumah sakit,RS
Ada warga yang terkena serangan jantung di jalan. Segera hubungi ambulans rumah sakit,RS
Saya mengalami kesulitan bernapas dan nyeri dada. Perlukan bantuan medis segera,RS
Anak saya terkena luka parah akibat kecelakaan. Segera bawa ke rumah sakit,RS
Saya mengalami pendarahan hebat setelah terluka. Tolong antar ke rumah sakit terdekat,RS
Saya mengalami serangan panik. Mohon segera hubungi ambulans,RS
Saya butuh perawatan darurat segera. Tolong antar saya ke rumah sakit,RS
Anak saya terkena demam tinggi dan ruam kulit. Segera bawa ke rumah sakit,RS
Saya mengalami kejang-kejang dan kehilangan kesadaran. Perlukan bantuan medis segera,RS
Saya butuh perawatan medis segera. Tolong antar saya ke rumah sakit,RS
Anak saya mengalami demam tinggi. Segera bawa ke rumah sakit,RS
Saya mengalami luka parah akibat kecelakaan. Harap segera antar ke rumah sakit terdekat,RS
Mohon bantu evakuasi. Terjadi kebakaran di rumah tetangga,RS
Ada warga yang pingsan di jalan. Segera hubungi ambulans rumah sakit,RS
Saya mengalami sesak napas dan nyeri dada. Perlukan bantuan medis segera,RS
Anak saya terjatuh dan mengalami patah tulang. Segera bawa ke rumah sakit,RS
Saya mengalami pendarahan hebat setelah kecelakaan. Tolong antar ke rumah sakit,RS
Saya mengalami serangan jantung. Mohon segera hubungi ambulans,RS
Saya butuh perawatan darurat. Tolong antar saya ke rumah sakit terdekat,RS
Tolong telepon rumah sakit,RS
Tolong saya butuh bantuan medis segera,RS
,
Ada kecelakaan di jalan tolong hubungi polisi,Polisi
Terjadi kebakaran di gedung harap panggil pemadam kebakaran,Damkar
Saya butuh ambulans ada yang terluka parah,RS
Saya melihat seseorang mencurigakan mohon bantuannya polisi,Polisi
Ada kebakaran di rumah tetangga segera bawa pemadam,Damkar
Saya mengalami serangan jantung butuh bantuan medis,RS
Tolong segera hubungi polisi ada perampokan di toko,Polisi
Ada ledakan di gedung panggil pemadam kebakaran sekarang,Damkar
Anak saya terjatuh dan tidak sadarkan diri bawa ke rumah sakit,RS
Tolong ada seseorang yang terluka parah di tempat kecelakaan,RS
Mohon bantuannya ada penjahat bersenjata di area ini,Polisi
Terjadi kebakaran di kompleks perumahan panggil pemadam segera,Damkar
Saya butuh ambulans untuk ibu yang pingsan,RS
Saya melihat mobil mencurigakan parkir di depan toko segera hubungi polisi,Polisi
Ada kebakaran di kawasan hutan harap bawa pemadam kebakaran,Damkar
Saya mengalami luka bakar parah perlu pertolongan medis,RS
Tolong segera datang ada orang mencurigakan di sekitar rumah saya,Polisi
Ada kebakaran di gedung apartemen panggil pemadam sekarang juga,Damkar
Anak saya terkena serangan asma butuh bantuan medis segera,RS
Mohon bantuannya ada perampok yang melarikan diri tangkaplah mereka,Polisi
Terjadi ledakan di pabrik panggil pemadam kebakaran dengan cepat,Damkar
Saya mengalami serangan jantung butuh pertolongan medis darurat,RS
Tolong ada orang mencurigakan yang memasuki gedung ini,Polisi
Ada kebakaran di gudang harap segera bawa pemadam kebakaran,Damkar
Saya butuh ambulans untuk pasien dengan luka parah,RS
Saya melihat perkelahian di jalan tolong panggil polisi,Polisi
Terjadi kebakaran di pusat perbelanjaan segera hubungi pemadam,Damkar
Saya mengalami patah tulang akibat kecelakaan perlukan bantuan medis,RS
Tolong ada seseorang yang mencoba masuk secara paksa ke rumah saya,Polisi
Saya sakit,RS
Butuh bantuan medis,RS
Kakek saya sakit,RS
Nenek saya sakit,RS
Saya butuh ambulans,RS
Tolong ada yang berdarah,RS
Darah segar itu muncul,RS
Kaki saya patah,RS
Butuh bantuan medis,RS
Ada api sebelah saya,Damkar
Terjadi kebakaran,Damkar
Kebakaran ,Damkar
Tolong ada yang terbakar,Damkar
Tolong api terlalu besar,Damkar
Ada gas meledak ,Damkar
Gas bocor tolong,Damkar
Anak saya diculik,Polisi
Dompet saya hilang,Polisi
Tolong panggil polisi,Polisi
Ada kebakaran di sini,Damkar
Saya butuh ambulans sekarang,RS
Anak saya luka parah,RS
Tolong saya pingsan,RS
Polisi ada pencurian,Polisi
Ada kecelakaan mobil,RS
Saya terjatuh bantuan,RS
Pemadam kebakaran cepat,Damkar
Saya butuh bantuan medis,RS
Tolong bantu saya terluka,RS
Segera panggil dokter,RS
Polisi ada penyerangan,Polisi
Ada kebakaran di gedung itu,Damkar
Saya merasa sesak napas,RS
Tolong anak saya demam tinggi,RS
Ada orang yang terjatuh di sini,RS
Saya butuh bantuan segera,RS
Segera hubungi petugas medis,RS
Tolong ada yang terluka parah,RS
Ada perampokan di toko itu,Polisi
Saya melihat kebakaran di jalan,Damkar
Tolong anak saya tidak sadarkan diri,RS
Ada kecelakaan di persimpangan jalan,RS
Saya terluka akibat kecelakaan,RS
Tolong temukan pencuri itu,Polisi
Ada warga yang pingsan di taman,RS
Saya terjatuh dari tangga,RS
Tolong saya kesulitan bernapas,RS
Ada kebakaran di gedung sekolah,Damkar
Saya butuh pertolongan medis,RS
Polisi ada kecelakaan mobil,Polisi
Ada orang yang terluka parah di jalan,RS
Saya melihat asap hitam di sana,Damkar
Tolong ada anak yang terluka,RS
Ada perampokan di bank itu,Polisi
Saya mengalami luka bakar,RS
Saya merasa mual dan pusing,RS
Tolong saya terjatuh dan tidak bisa bangun,RS
Ada mobil yang menabrak tiang,RS
Saya butuh pertolongan darurat,RS
Polisi ada keributan di jalan,Polisi
Ada orang yang terjebak di dalam mobil,Damkar
Saya melihat api di rumah tetangga,Damkar
Tolong ada yang pingsan di tempat umum,RS
Saya merasa nyeri pada dada,RS
Ada perampokan di toko ini,Polisi
Saya mengalami pendarahan hebat,RS
Saya butuh ambulans segera,RS
Tolong ada kebakaran di gedung itu,Damkar
Ada orang yang terjatuh di taman,RS
Saya butuh bantuan medis segera,RS
Polisi ada perampokan di rumah saya,Polisi
Ada kecelakaan di jalan raya,RS
Saya mengalami sesak napas,RS
Tolong anak saya demam tinggi,RS
Ada orang yang terluka parah di sini,RS
Saya butuh bantuan segera,RS
Segera hubungi petugas medis,RS
Tolong ada yang terluka parah,RS
Ada perampokan di toko itu,Polisi
Saya melihat kebakaran di jalan,Damkar
Tolong anak saya tidak sadarkan diri,RS
Ada kecelakaan di persimpangan jalan,RS
Saya terluka akibat kecelakaan,RS
Tolong temukan pencuri itu,Polisi
Ada warga yang pingsan di taman,RS
Saya terjatuh dari tangga,RS
Tolong saya kesulitan bernapas,RS
Ada kebakaran di gedung sekolah,Damkar
Saya butuh pertolongan medis,RS
Polisi ada kecelakaan mobil,Polisi
Ada orang yang terluka parah di jalan,RS
Saya melihat asap hitam di sana,Damkar
Tolong ada anak yang terluka,RS
Ada perampokan di bank itu,Polisi
Saya mengalami luka bakar,RS
Saya merasa mual dan pusing,RS
Tolong saya terjatuh dan tidak bisa bangun,RS
Ada mobil yang menabrak tiang,RS
Saya butuh pertolongan darurat,RS
Polisi ada keributan di jalan,Polisi
Ada orang yang terjebak di dalam mobil,Damkar
Saya melihat api di rumah tetangga,Damkar
Tolong ada yang pingsan di tempat umum,RS
Saya merasa nyeri pada dada,RS
Ada perampokan di toko ini,Polisi
Saya mengalami pendarahan hebat,RS
Saya butuh ambulans segera,RS
Tolong ada kebakaran di gedung itu,Damkar
Ada orang yang terjatuh di taman,RS
Saya butuh bantuan medis segera,RS
Polisi ada perampokan di rumah saya,Polisi
Ada kecelakaan di jalan raya,RS
Saya mengalami sesak napas,RS
Tolong anak saya demam tinggi,RS
Ada orang yang terluka parah di sini,RS
Saya butuh bantuan segera,RS
Segera hubungi petugas medis,RS
Tolong ada yang terluka parah,RS
Saya melihat asap hitam di sana,Damkar
Tolong ada kebakaran di lantai atas,Damkar
Api membakar bangunan dengan cepat,Damkar
Ada percikan api dari korsleting listrik,Damkar
Saya terjebak di dalam ruangan yang terbakar,Damkar
Tolong ada ledakan di gudang,Damkar
Saya melihat kobaran api yang besar,Damkar
Ada api di dapur tidak bisa dipadamkan,Damkar
Saya menghirup asap yang berbahaya,RS
Tolong ada bahan kimia yang tumpah,Damkar
Ada orang terjebak di dalam mobil terbakar,Damkar
Saya melihat kepulan asap dari jendela,Damkar
Tolong ada kebakaran di lantai bawah,Damkar
Ada ledakan gas di rumah tetangga,Damkar
Saya terjebak di dalam lift yang terbakar,Damkar
Tolong api semakin membesar,Damkar
Ada api yang menjalar ke gedung lain,Damkar
Saya melihat kepulan asap hitam di atas,Damkar
Tolong bantuan pemadam segera,Damkar
Ada kebakaran di dekat tangga darurat,Damkar
Saya terperangkap di dalam ruangan terbakar,Damkar
Tolong ada percikan api di atap,Damkar
Api membakar pohon di taman,Damkar
Saya melihat api membesar dari jendela,Damkar
Tolong ada kebakaran di lantai tiga,Damkar
Ada ledakan di gudang bahan kimia,Damkar
Saya terjebak di dalam ruangan yang terbakar,Damkar
Tolong ada kobaran api yang besar,Damkar
Saya melihat kepulan asap dari atap,Damkar
Ada api di ruang makan cepat,Damkar
Saya terperangkap di dalam lift terbakar,Damkar
Tolong bantuan pemadam secepatnya,Damkar
Ada kebakaran di dekat tangga darurat,Damkar
Saya melihat asap hitam memenuhi koridor,Damkar
Tolong ada percikan api di ruang bawah,Damkar
Api membakar pohon di halaman,Damkar
Saya melihat api membesar dari atap,Damkar
Tolong ada kebakaran di lantai dua,Damkar
Ada ledakan di gudang bahan kimia,Damkar
Saya terjebak di dalam ruangan yang terbakar,Damkar
Tolong ada kobaran api yang besar,Damkar
Saya melihat kepulan asap dari atap,Damkar
Ada api di ruang makan cepat,Damkar
Saya terperangkap di dalam lift terbakar,Damkar
Tolong bantuan pemadam secepatnya,Damkar
Ada kebakaran di dekat tangga darurat,Damkar
Saya melihat asap hitam memenuhi koridor,Damkar
Tolong ada percikan api di ruang bawah,Damkar
Api membakar pohon di halaman,Damkar
Saya melihat api membesar dari atap,Damkar
Tolong ada kebakaran di lantai dua,Damkar
Ada ledakan di gudang bahan kimia,Damkar
Saya terjebak di dalam ruangan yang terbakar,Damkar
Tolong ada kobaran api yang besar,Damkar
Saya melihat kepulan asap dari atap,Damkar
Ada api di ruang makan cepat,Damkar
Saya terperangkap di dalam lift terbakar,Damkar
Tolong bantuan pemadam secepatnya,Damkar
Ada kebakaran di dekat tangga darurat,Damkar
Saya melihat asap hitam memenuhi koridor,Damkar
Tolong ada percikan api di ruang bawah,Damkar
Api membakar pohon di halaman,Damkar
Saya melihat api membesar dari atap,Damkar
Tolong ada kebakaran di lantai dua,Damkar
Ada ledakan di gudang bahan kimia,Damkar
Saya terjebak di dalam ruangan yang terbakar,Damkar
Tolong ada kobaran api yang besar,Damkar
Saya melihat kepulan asap dari atap,Damkar
Ada api di ruang makan cepat,Damkar
Saya terperangkap di dalam lift terbakar,Damkar
Tolong bantuan pemadam secepatnya,Damkar
Ada kebakaran di dekat tangga darurat,Damkar
Saya melihat asap hitam memenuhi koridor,Damkar
Tolong ada percikan api di ruang bawah,Damkar
Api membakar pohon di halaman,Damkar
Saya melihat api membesar dari atap,Damkar
Tolong ada kebakaran di lantai dua,Damkar
Ada ledakan di gudang bahan kimia,Damkar
Saya terjebak di dalam ruangan yang terbakar,Damkar
Tolong ada kobaran api yang besar,Damkar
Saya melihat kepulan asap dari atap,Damkar
Ada api di ruang makan cepat,Damkar
Saya terperangkap di dalam lift terbakar,Damkar
Tolong bantuan pemadam secepatnya,Damkar
Ada kebakaran di dekat tangga darurat,Damkar
Saya melihat asap hitam memenuhi koridor,Damkar
Tolong ada percikan api di ruang bawah,Damkar
Api membakar pohon di halaman,Damkar
Saya melihat api membesar dari atap,Damkar
Tolong ada kebakaran di lantai dua,Damkar
Ada ledakan di gudang bahan kimia,Damkar
Saya terjebak di dalam ruangan yang terbakar,Damkar
Tolong ada kobaran api yang besar,Damkar
Saya melihat kepulan asap dari atap,Damkar
Ada api di ruang makan cepat,Damkar
Saya terperangkap di dalam lift terbakar,Damkar
Tolong bantuan pemadam secepatnya,Damkar
Ada kebakaran di dekat tangga darurat,Damkar
Saya melihat asap hitam memenuhi koridor,Damkar
Tolong ada percikan api di ruang bawah,Damkar
Tolong ada kebakaran,Damkar
Tolong ada perampokan,Polisi
Tolong ada pencurian,Polisi
Tolong ada api,Damkar
Tolong ada yang sakit,RS
Tolong ada yang ditemukan meninggal,RS
Rumah saya terbakar,Damkar
Asap hitam keluar dari dapur,Damkar
Ada api di taman belakang,Damkar
Pintu keluar terhalang oleh api,Damkar
Terdengar suara ledakan dari dalam rumah,Damkar
Ada kobaran api di garasi,Damkar
Saya melihat api membesar dari jendela,Damkar
Ada kepulan asap di ruang tamu,Damkar
Bantuan Ada api di lantai atas,Damkar
Asap hitam keluar dari ventilasi,Damkar
Terjadi kebakaran di gudang,Damkar
Saya terjebak di dalam ruangan yang terbakar,Damkar
Ada percikan api di ruang bawah,Damkar
Api membakar lemari pakaian,Damkar
Saya melihat asap tebal dari dapur,Damkar
Terbakar Segera hubungi pemadam kebakaran,Damkar
Ada api di ruang tidur,Damkar
Saya terperangkap di dalam kamar yang terbakar,Damkar
Tolong ada kobaran api yang besar,Damkar
Saya melihat kepulan asap dari atap,Damkar
Ada api di garasi cepat,Damkar
Terjadi kebakaran di ruang kerja,Damkar
Saya terjebak di dalam ruang yang terbakar,Damkar
Ada percikan api di ruang makan,Damkar
Api membakar kertas di lantai dua,Damkar
Saya melihat asap tebal dari balkon,Damkar
Tolong ada kebakaran di dapur,Damkar
Terbakar Segera hubungi pemadam kebakaran,Damkar
Ada api di ruang belakang,Damkar
Asap hitam keluar dari ventilasi,Damkar
Saya butuh bantuan medis sekarang,RS
Tolong ada pasien dengan kondisi kritis di sini,RS
Ada orang terluka parah di taman,RS
Seseorang jatuh dan mengalami patah tulang,RS
Saya melihat orang muntah dan pingsan di jalan,RS
Terjadi kecelakaan di lapangan olahraga,RS
Ada ledakan di gedung perkantoran,RS
Tolong bantuan medis di taman kota,RS
Seseorang mengalami serangan jantung di toko,RS
Saya melihat orang terluka parah di trotoar,RS
Ada kecelakaan mobil di perempatan jalan,RS
Terjadi insiden di gedung sekolah,RS
Saya butuh bantuan medis dengan cepat,RS
Tolong ada luka serius di rumah tetangga,RS
Ada orang pingsan di tempat parkir,RS
Seseorang jatuh dan mengalami luka kepala,RS
Saya melihat kecelakaan mobil di jalan raya,RS
Terjadi insiden di pusat perbelanjaan,RS
Ada pasien dengan kondisi kritis di supermarket,RS
Saya melihat seseorang terluka parah di taman,RS
Tolong ada orang dengan serangan jantung di sini,RS
Ada kecelakaan di lapangan bola,RS
Seseorang terbakar di gedung perkantoran,RS
Saya butuh bantuan medis di taman kota,RS
Ada luka serius di toko tolong segera,RS
Saya melihat orang terluka parah di jalanan,RS
Terjadi kecelakaan mobil di parkiran,RS
Ada insiden di gedung sekolah butuh bantuan medis,RS
Seseorang pingsan di pusat perbelanjaan,RS
Saya melihat seseorang mengalami luka serius,RS
Tolong ada pasien dengan masalah pernapasan,RS
Ada kejadian darurat di taman butuh ambulans,RS
Seseorang jatuh dan mengalami pendarahan,RS
Saya melihat orang terluka parah di trotoar,RS
Terjadi insiden di pertokoan segera bantu,RS
Ada kecelakaan di jalan utama,RS
Seseorang mengalami serangan jantung di restoran,RS
Tolong ada luka serius di perumahan kami,RS
Ada orang pingsan di tempat kerja,RS
Saya melihat kecelakaan motor di jalan raya,RS
Terjadi insiden di pusat perbelanjaan,RS
Ada pasien dengan kondisi darurat di malam ini,RS
Saya butuh bantuan medis sekarang juga,RS
Tolong ada orang terluka parah di kolam renang,RS
Ada kebakaran di gedung apartemen,Damkar
Seseorang pingsan di pusat hiburan malam,RS
Saya melihat kecelakaan mobil di persimpangan,RS
Terjadi insiden di gedung perkantoran,RS
Ada pasien dengan kondisi kritis di taman,RS
Tolong ada luka serius di rumah tetangga,RS
Pasien dirawat di rumah sakit.,RS
Dokter sedang melakukan operasi.,RS
Perawat memberikan obat kepada pasien.,RS
Kamar operasi sedang digunakan.,RS
Pasien menjalani tes darah.,RS
Ruang tunggu penuh dengan pasien.,RS
Pemeriksaan MRI sedang dilakukan.,RS
Perawat membantu pasien berjalan.,RS
Pasien diberi resep oleh dokter.,RS
Tim medis siaga 24 jam.,RS
Ruang rawat inap penuh kapasitas.,RS
Pasien diperiksa suhu tubuhnya.,RS
Dokter memberikan diagnosis kepada pasien.,RS
Perawat membersihkan luka pasien.,RS
Pasien mendapatkan perawatan intensif.,RS
Dokter spesialis berkonsultasi.,RS
Pasien menjalani prosedur bedah.,RS
Perawat mengganti perban luka.,RS
Dokter melakukan pemeriksaan fisik.,RS
Pasien menjalani terapi rehabilitasi.,RS
Ruang radiologi sedang digunakan.,RS
Perawat memberikan suntikan kepada pasien.,RS
Pasien menjalani tes urine.,RS
Dokter meresepkan obat kepada pasien.,RS
Unit gawat darurat siap sedia.,RS
Perawat memberikan bantuan pernapasan.,RS
Pasien dirawat di ICU.,RS
Dokter sedang melakukan visum.,RS
Perawat memberikan makanan kepada pasien.,RS
Pasien menjalani tes radiologi.,RS
Pemeriksaan darah sedang dilakukan.,RS
Tolong ada keadaan darurat,Polisi
Saya membutuhkan bantuan polisi,Polisi
Panggilkan polisi sekarang,Polisi
Ada tindakan kriminal terjadi,Polisi
Saya merasa terancam minta bantuan polisi,Polisi
Ada perampokan sedang terjadi,Polisi
Tolong segera datangkan polisi,Polisi
Saya butuh perlindungan polisi,Polisi
Ada orang mencoba mencuri barang saya,Polisi
Tolong cepat tanggap,Polisi
Saya melihat perkelahian terjadi,Polisi
Panggil bantuan polisi,Polisi
Ada kebakaran di sekitar sini,Polisi
Saya mendengar suara tembakan,Polisi
Seseorang menyerang saya,Polisi
Tolong hentikan kekerasan ini,Polisi
Ada ledakan di sekitar tempat ini,Polisi
Saya melihat seseorang mencurigakan,Polisi
Tolong kirim bantuan segera,Polisi
Ada penyerangan di lingkungan ini,Polisi
Saya melihat orang yang membawa senjata,Polisi
Tolong selamatkan saya,Polisi
Ada kecelakaan lalu lintas,Polisi
Saya melihat orang yang mencurigakan di sekitar saya,Polisi
Tolong bantu saya,Polisi
Ada kebakaran di gedung itu,Polisi
Saya melihat seseorang membawa bom,Polisi
Ada perkelahian di tempat umum,Polisi
Saya melihat sekelompok orang mencurigakan,Polisi
Tolong bantu saya melawan perampok ini,Polisi
Ada orang yang terperangkap di dalam gedung itu,Polisi
Saya mendengar teriakan-teriakan,Polisi
Tolong berikan bantuan segera,Polisi
Ada kebakaran di apartemen itu,Polisi
Saya melihat seseorang membawa senjata tajam,Polisi
Ada orang yang mengancam,Polisi
Tolong hentikan penyerangan ini,Polisi
Ada ledakan di sekitar area ini,Polisi
Saya melihat seseorang mencurigakan di sekitar sekolah,Polisi
Tolong selamatkan saya dari perampokan ini,Polisi
Ada orang yang terjebak di dalam mobil,Polisi
Saya mendengar teriakan-teriakan keras,Polisi
Tolong berikan bantuan segera dan cepat,Polisi
Ada kebakaran di kantor itu,Polisi
Saya melihat seseorang membawa senjata api,Polisi
Ada seseorang yang mengancam nyawa saya,Polisi
Tolong berhenti kekerasan ini,Polisi
Ada ledakan di sekitar kompleks ini,Polisi
Saya melihat seseorang mencurigakan di sekitar perumahan,Polisi
Tolong selamatkan saya dari perampokan ini sekarang juga,Polisi
Ada orang yang terjebak di dalam bangunan itu,Polisi
Saya mendengar teriakan-teriakan keras,Polisi
Tolong bantu saya dengan segera,Polisi
Ada kebakaran di gedung sekolah itu,Polisi
Saya melihat seseorang membawa senjata tumpul,Polisi
Ada kerusuhan di sekitar pusat perbelanjaan,Polisi
Saya melihat sekelompok orang yang mencurigakan di sekitar taman,Polisi
Saya diancam oleh orang bersenjata,Polisi
Tolong hentikan penyerangan ini sekarang juga,Polisi
Ada ledakan di sekitar kompleks perumahan ini,Polisi
Saya melihat seseorang yang mencurigakan di sekitar kawasan industri,Polisi
Tolong bantu saya melawan perampok ini dengan segera,Polisi
Ada orang yang terperangkap di dalam lift itu,Polisi
Saya mendengar suara-suara mencurigakan,Polisi
Tolong kirim bantuan secepat mungkin,Polisi
Ada kebakaran di pabrik itu,Polisi
Saya melihat seseorang membawa senjata tajam,Polisi
Ada kerusuhan di sekitar pusat kota,Polisi
Saya melihat sekelompok orang yang mencurigakan di sekitar stadion,Polisi
Saya diancam oleh seorang yang membawa senjata tumpul,Polisi
Tolong hentikan penyerangan ini sekarang juga,Polisi
Ada ledakan di sekitar kompleks perbelanjaan ini,Polisi
Saya melihat seseorang yang mencurigakan di sekitar taman bermain,Polisi
Tolong bantu saya melawan perampok ini dengan segera,Polisi
Ada orang yang terperangkap di dalam ruangan itu,Polisi
Saya mendengar suara-suara mencurigakan di sekitar rumah saya,Polisi
Tolong kirim bantuan secepatnya,Polisi
Tolong ada kebakaran,Damkar
Panggilkan Pemadam Kebakaran,Damkar
Butuh bantuan kebakaran terjadi,Damkar
Segera datangkan Pemadam Kebakaran,Damkar
